	round_number	emotion	text_id	timestamp	prolific_id	anger	boredom	disgust	fear	guilt	joy	pride	relief	sadness	shame	surprise	trust	generated_text	hidden_emo_text	event_duration	emotion_duration	intensity	confidence	suddenness	familiarity	predict_event	pleasantness	unpleasantness	goal_relevance	chance_responsblt	self_responsblt	other_responsblt	predict_conseq	goal_support	urgency	self_control	other_control	chance_control	accept_conseq	standards	social_norms	attention	not_consider	effort	previous_participation	age	gender	education	ethnicity	extravert	critical	dependable	anxious	open	quiet	sympathetic	disorganized	calm	conventional	did_you_lie?	original_demographics
2581	round-3	joy	3608	2021/09/03 9:45:03 pm EET	b016510441420e64fd873d6a79cbe44e	2	3	3	3	4	5	4	5	2	3	4	5	I felt Joy when I went to a museum	I felt ... when I went to a museum	hours	days	4	4	4	3	4	4	4	3	5	4	3	4	4	5	4	3	4	5	4	4	5	4	3	No, I participated before and answered the next set of questions.	36	Male	Graduate degree (MA/MSc/MPhil/other)	African	3.0	2.0	3.0	3.0	4.0	3.0	3.0	4.0	3.0	3.0	--	COPIED FROM: text id 3978
2762	round-5	joy	51095	2021/10/06 2:32:54 pm EET	bf99086af1160c0e4b9574c5287d6a42	1	2	1	1	2	2	1	2	2	2	1	3	I was on holiday with my friend and we climbed down some rocks to our own little private sandy cove facing the sea. It was warm and the sea was sparkling we felt like we had a paradise all to ourselves.	I was on holiday with my friend and we climbed down some rocks to our own little private sandy cove facing the sea. It was warm and the sea was sparkling we felt like we had a paradise all to ourselves.	hours	hours	5	5	1	4	2	5	1	2	4	4	2	2	2	1	4	2	3	4	1	1	1	1	1	No, I participated before and answered the next set of questions.	35	Female	Graduate degree (MA/MSc/MPhil/other)	European	1.0	2.0	5.0	5.0	6.0	6.0	7.0	2.0	6.0	6.0	The event really happened in my life.	COPIED FROM: text id 5495
5231	round-2	shame	2181	2021/07/20 8:25:57 pm EET	29c04fe1c8b2c4bc979ee3ea2ded76bf	1	3	1	2	2	4	2	4	3	2	4	4	when i sent nude pictures	when i sent nude pictures	seconds	days	4	5	4	5	4	1	5	1	4	5	5	4	4	1	4	5	1	4	4	1	1	4	3	No, I participated before and answered the next set of questions.	18	Female	Secondary education	East Asian	5.0	5.0	4.0	6.0	5.0	6.0	4.0	6.0	2.0	5.0	--	COPIED FROM: text id 271
3608	round-3	pride	3875	2021/09/03 10:18:15 pm EET	7ce0499d14d868287e32d12e6677ed10	5	1	1	1	1	5	5	1	5	1	1	5	I stopped talking to the guy I was dating because I realized that he wasn't good for me. I was ok with being single rather than staying with someone that wasn't treating me well.	I stopped talking to the guy I was dating because I realized that he wasn't good for me. I was ok with being single rather than staying with someone that wasn't treating me well.	weeks	weeks	5	5	1	1	5	1	5	5	1	5	5	5	5	1	5	5	1	1	5	5	5	1	1	Yes, first time, I will answer the following questions.	27	Female	Undergraduate degree (BA/BSc/other)	North American	7.0	7.0	7.0	7.0	7.0	1.0	7.0	7.0	7.0	7.0	--	ORIGINAL
946	round-5	boredom	5414	2021/10/06 3:43:04 pm EET	86d1336e3cc4f30ed8a0a422b29f72a8	1	5	1	1	1	1	1	3	1	1	1	5	I am waiting for reports to refresh at work foday.	I am waiting for reports to refresh at work foday.	minutes	hours	5	5	1	5	5	3	1	1	1	1	1	3	3	4	3	1	1	1	1	1	3	4	3	No, I participated before and answered the next set of questions.	35	Female	Undergraduate degree (BA/BSc/other)	South Asian	4.5	4.5	5.5	5.0	4.5	3.0	5.0	1.5	4.5	4.0	The event really happened in my life.	AVERAGED: text id 5959, 52707
6376	round-5	trust	52694	2021/10/06 3:33:15 pm EET	33aba783cd9f3fdbf70b7bb2aca53498	1	2	1	1	1	3	3	3	1	1	1	3	A friend kept a secret I told her	A friend kept a secret I told her	days	weeks	4	5	1	2	4	5	1	4	1	5	2	5	4	3	5	5	1	4	1	1	4	1	1	No, I participated before and answered the next set of questions.	57	Female	Graduate degree (MA/MSc/MPhil/other)	East Asian	2.0	2.0	5.0	2.0	5.0	3.0	5.0	4.0	5.0	5.0	The event really happened in my life.	COPIED FROM: text id 5205
2315	round-4	guilt	4709	2021/09/20 2:04:29 am EET	68420290d6e5b0f79da491c1d3fd0e30	2	2	1	3	4	1	1	1	3	4	1	1	I cut a friend out of my life.	I cut a friend out of my life.	minutes	days	4	4	2	2	4	1	3	5	1	5	3	5	4	2	5	3	1	4	1	1	5	3	5	No, I participated before and answered the next set of questions.	24	Female	Undergraduate degree (BA/BSc/other)	North American	3.0	5.0	4.0	6.0	5.0	2.0	2.0	3.0	2.0	6.0	--	COPIED FROM: text id 4619
1265	round-4	disgust	4358	2021/09/20 1:08:58 am EET	a3dd5279bca73c6006a6a72b7cc52ddc	1	3	1	1	1	1	1	1	1	1	1	1	there was blatant mistreatment of minimum wage employees.	there was blatant mistreatment of minimum wage employees.	minutes	hours	4	3	4	4	5	1	5	2	1	1	5	4	1	3	3	5	3	4	5	4	5	1	3	Yes, first time, I will answer the following questions.	23	Gender Variant/Non-Conforming	Undergraduate degree (BA/BSc/other)	North American	1.0	3.0	6.0	6.0	7.0	6.0	5.0	3.0	3.0	1.0	--	ORIGINAL
4317	round-4	relief	41335	2021/09/20 1:27:35 am EET	5cc393f51b4480ad62cbe5e8e15ea7b1	1	2	1	1	1	4	4	1	1	1	1	4	I passed my exam because I needed to to continue in my course	I passed my exam because I needed to to continue in my course	seconds	hours	4	4	2	4	4	4	1	4	1	5	1	4	4	1	5	2	1	4	1	1	3	1	1	No, I participated before and answered the next set of questions.	22	Female	Graduate degree (MA/MSc/MPhil/other)	Australian/New Zealander	5.0	2.0	5.0	5.0	6.0	5.0	7.0	1.0	6.0	6.0	--	COPIED FROM: text id 41821
6228	round-4	trust	41806	2021/09/20 1:54:25 am EET	69b274a6a80ef9e0ab23c244d1c2c22f	1	1	1	1	1	1	1	1	1	1	1	1	I felt trust when my friend shared her experience with SA with me	I felt ... when my friend shared her experience with SA with me	minutes	weeks	5	5	3	2	2	1	5	3	1	3	5	3	1	3	1	5	1	5	3	5	5	1	5	No, I participated before and answered the next set of questions.	22	Female	Undergraduate degree (BA/BSc/other)	Australian/New Zealander	2.0	3.0	5.0	7.0	6.0	7.0	6.0	6.0	3.0	2.0	--	COPIED FROM: text id 41726
4309	round-4	relief	41267	2021/09/20 2:19:43 am EET	7eb489bf921726aa2f13abedb9be343f	1	1	1	1	1	2	1	1	1	1	1	1	when my parents divorced. I couldn't deal with being around my dad anymore as he was an alcoholic.	when my parents divorced. I couldn't deal with being around my dad anymore as he was an alcoholic.	weeks	weeks	5	5	5	1	2	1	5	5	5	1	5	5	2	1	2	5	4	2	3	1	2	2	5	No, I participated before and answered the next set of questions.	21	Female	High school	European	3.0	5.0	5.0	5.0	6.0	5.0	7.0	6.0	5.0	2.0	--	COPIED FROM: text id 41251
4179	round-3	relief	3902	2021/09/03 10:19:09 pm EET	2c0dcf6ab7c40921f0150f31ce6f5182	1	3	1	1	1	3	3	3	1	1	1	3	I dropped my toxic friends	I dropped my toxic friends	hours	weeks	5	4	3	1	5	2	4	5	1	4	4	5	4	5	5	1	1	4	1	1	5	1	5	No, I participated before and answered the next set of questions.	18	Female	Don't know / not applicable	European	6.0	6.0	6.0	2.0	6.0	2.0	5.0	2.0	4.0	2.0	--	COPIED FROM: text id 3627
2594	round-4	joy	4783	2021/09/20 12:30:11 am EET	0f842b2154a43b7aab0d43f5ae89cb2f	1	1	1	1	1	2	1	1	1	1	2	1	I finished my dissertation and handed it in for submission and realised it was the final piece of work to compete my university degree	I finished my dissertation and handed it in for submission and realised it was the final piece of work to compete my university degree	days	weeks	3	5	1	5	4	5	2	5	1	5	1	1	2	1	3	5	1	1	1	1	5	1	2	No, I participated before and answered the next set of questions.	25	Female	Undergraduate degree (BA/BSc/other)	European	2.0	2.0	4.0	5.0	5.0	4.0	6.0	3.0	5.0	5.0	--	COPIED FROM REJECTED: text id 451
3883	round-5	pride	51602	2021/10/06 2:46:36 pm EET	c9bdc3e4fd7466dd06239985efa99c08	5	3	3	4	3	1	3	4	5	3	4	3	I felt pride when my step son started school	I felt ... when my step son started school	days	days	4	3	2	1	5	5	1	1	1	1	1	1	5	1	1	1	5	1	1	1	5	1	3	No, I participated before and answered the next set of questions.	21	Female	Undergraduate degree (BA/BSc/other)	European	2.0	4.0	6.0	6.0	5.0	6.0	6.0	5.0	4.0	5.0	The event really happened in my life.	COPIED FROM: text id 51121
4929	round-5	sadness	52144	2021/10/06 2:09:23 pm EET	4ce481ce4841b318f5ea1f5f450b4af9	1	4	1	5	1	3	5	5	1	1	1	5	when my mother died	when my mother died	weeks	weeks	5	5	3	1	5	1	5	5	4	1	3	5	1	5	2	4	5	1	1	1	5	5	5	No, I participated before and answered the next set of questions.	47	Female	Secondary education	European	6.0	3.0	7.0	6.0	6.0	1.0	7.0	4.0	2.0	2.0	The event really happened in my life.	COPIED FROM: text id 522
4734	round-3	sadness	31024	2021/09/03 10:28:09 pm EET	35329ebc672688e893691f04f2fb2cde	1	2	1	1	1	3	2	1	1	1	2	2	my cat died	my cat died	hours	weeks	5	5	5	1	3	1	5	5	5	1	1	2	1	5	1	1	5	1	1	1	5	5	5	No, I participated before and answered the next set of questions.	29	Male	Undergraduate degree (BA/BSc/other)	European	2.0	3.0	3.0	1.0	7.0	7.0	5.0	5.0	6.0	6.0	--	COPIED FROM: text id 312
1278	round-4	disgust	4376	2021/09/20 1:17:46 am EET	7be095ba75fee799c89c2906c5ecafc9	1	2	1	2	1	3	3	3	1	1	1	3	when my friends boyfriend went pyscho on her, nearly to the point where he hit her. This made me feel absolutely disgusted as how could anyone do that to someone	when my friends boyfriend went pyscho on her, nearly to the point where he hit her. This made me feel absolutely ... as how could anyone do that to someone	weeks	weeks	3	5	5	1	1	1	5	1	1	1	5	1	1	5	1	1	1	2	5	5	5	1	3	Yes, first time, I will answer the following questions.	18	Female	Secondary education	European	5.0	7.0	7.0	6.0	7.0	2.0	7.0	1.0	4.0	1.0	--	ORIGINAL
3348	round-5	no-emotion	51389	2021/10/06 3:17:51 pm EET	822c0a1605a3b83e42f4dfe91f08f744	1	2	1	1	1	3	1	2	1	1	1	1	working or focusing on work	working or focusing on work	hours	hours	2	5	1	4	4	2	2	1	1	3	3	4	3	3	5	2	2	2	1	1	5	3	2	Yes, first time, I will answer the following questions.	31	Male	Undergraduate degree (BA/BSc/other)	South Asian	6.0	6.0	5.0	2.0	7.0	5.0	6.0	2.0	3.0	2.0	The event really happened in my life.	ORIGINAL
4197	round-3	relief	3925	2021/09/03 10:29:40 pm EET	5f77695c4fe30b9924f6b66b14814647	1	3	2	1	4	2	1	2	4	4	1	1	When I got off of probation.	When I got off of probation.	hours	days	5	5	2	5	5	5	1	2	1	5	2	5	5	3	5	3	3	4	4	3	5	5	5	No, I participated before and answered the next set of questions.	37	Male	Graduate degree (MA/MSc/MPhil/other)	Hispanic/Latino	5.0	5.0	6.0	4.0	7.0	5.0	7.0	3.0	3.0	2.0	--	COPIED FROM: text id 3174
4410	round-5	relief	51928	2021/10/06 3:06:27 pm EET	0b13e7e863fb098020f26095425c2aea	1	2	1	1	1	1	1	1	2	2	1	1	I felt relief when my stepdaughter came on holiday and enjoyed the holiday, because she has been having mental health and behavioural problems	I felt ... when my stepdaughter came on holiday and enjoyed the holiday, because she has been having mental health and behavioural problems	days	hours	4	3	1	3	2	5	1	3	3	1	5	1	3	2	4	3	2	4	1	1	4	2	5	Yes, first time, I will answer the following questions.	45	Female	Graduate degree (MA/MSc/MPhil/other)	European	2.0	3.0	5.0	4.0	4.0	5.0	5.0	3.0	5.0	2.0	The event really happened in my life.	ORIGINAL
4588	round-5	relief	51952	2021/10/06 6:20:55 pm EET	f4e577491a3e6a390231687500bf89b6	1	1	1	1	1	2	1	2	1	1	1	1	I hate flying. Not the bits in the middle which are usually plesant and filled with sweets and doing puzzles, but the takeoff and landing. Especially the landing. Coming into land at Teneriffe airport, you fly low, really low over the rocks on the approach to the airport. If you could stick your hand out the window (I don't advise it, personally) you could touch them. The sense of relief when you finally land can be felt across the entire plane. Phew ! Hurrah ! we didn't die horribly !!! (huge applause for captain).	I hate flying. Not the bits in the middle which are usually plesant and filled with sweets and doing puzzles, but the takeoff and landing. Especially the landing. Coming into land at Teneriffe airport, you fly low, really low over the rocks on the approach to the airport. If you could stick your hand out the window (I don't advise it, personally) you could touch them. The sense of ... when you finally land can be felt across the entire plane. Phew ! Hurrah ! we didn't die horribly !!! (huge applause for captain).	minutes	hours	5	5	3	2	3	1	5	4	1	1	4	3	3	3	1	4	2	3	1	1	5	4	5	No, I participated before and answered the next set of questions.	52	Male	High school	European	3.0	2.0	6.0	4.0	4.0	6.0	5.0	4.0	4.0	4.0	The event really happened in my life.	COPIED FROM: text id 51555
2350	round-5	guilt	51019	2021/10/06 2:23:36 pm EET	90de0b368761f9c4fe9a9d255892e6f9	1	3	1	1	1	1	1	1	1	1	1	1	I got mad at my daughter	I got mad at my daughter	minutes	hours	3	5	4	4	4	1	4	2	3	3	3	3	3	3	4	4	2	5	4	3	3	2	4	Yes, first time, I will answer the following questions.	32	Male	High school	North American	1.0	3.0	6.0	1.0	4.0	5.0	5.0	5.0	6.0	2.0	The event really happened in my life.	AVERAGED: text id 5741, 51019
4814	round-4	sadness	41374	2021/09/20 1:11:40 am EET	3469e4a61ae08bda93d3fb4a82635fde	1	1	1	1	1	2	2	2	1	1	1	3	my brother deferred his university place because of his mental and physical health.	my brother deferred his university place because of his mental and physical health.	weeks	weeks	4	5	4	1	1	1	5	3	3	1	5	1	1	2	2	4	3	1	5	5	5	5	4	No, I participated before and answered the next set of questions.	21	Female	High school	Mixed	5.0	5.0	6.0	1.0	7.0	5.0	6.0	2.0	5.0	3.0	--	COPIED FROM: text id 41930
1417	round-5	disgust	5527	2021/10/06 2:20:34 pm EET	034bb12696eb7f4e7b155459c1d5fd57	1	2	1	1	2	2	1	1	2	1	1	2	I read details on a child abuse case.	I read details on a child abuse case.	minutes	hours	3	5	4	2	1	1	4	1	2	4	4	2	1	4	4	1	2	3	5	5	3	4	2	No, I participated before and answered the next set of questions.	28	Female	High school	European	2.0	6.0	3.0	7.0	5.0	2.0	5.0	6.0	1.0	4.0	The event really happened in my life.	COPIED FROM: text id 5296
4895	round-4	sadness	41471	2021/09/20 12:05:08 am EET	82246ac3998389eb0da5d5e0736ee969	1	3	1	1	1	1	1	1	1	1	1	1	My Dad died suddenly.	My Dad died suddenly.	minutes	weeks	5	5	5	1	1	1	5	5	5	1	1	1	1	5	1	1	5	1	3	1	5	4	5	No, I participated before and answered the next set of questions.	48	Female	High school	European	2.0	1.0	7.0	5.0	4.0	6.0	7.0	2.0	3.0	2.0	--	COPIED FROM: text id 472
1015	round-6	boredom	6148	2021/11/01 9:04:52 pm CET	a223a04c4e704de72246dc80cf68b6db	1	3	1	3	1	1	1	1	4	1	1	1	I was at a wedding which went on for hours and the food was not served yet.	I was at a wedding which went on for hours and the food was not served yet.	hours	hours	3	3	1	4	4	3	3	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	No, I participated before and answered the next set of questions.	18	Female	High school	South Asian	5.0	5.0	3.0	6.0	6.0	3.0	5.0	6.0	2.0	4.0	The event really happened in my life.	COPIED FROM: text id 672
4547	round-5	relief	51964	2021/10/06 6:00:54 pm EET	b1fa70f5755a4712b89f8db36b626997	1	3	1	1	1	1	1	1	1	1	1	1	When I had been dealing with a difficult customer (as a cashier) and the customer behind had been waiting for so long, when I had finally finished with the first customer I apologized to the one who had been waiting and they were so nice about it and told me not to worry at all and even praised me for how I handled the situation. I was relieved because I had been expecting the customer to be unhappy and upset and was genuinely not expecting them to be so kind.	When I had been dealing with a difficult customer (as a cashier) and the customer behind had been waiting for so long, when I had finally finished with the first customer I apologized to the one who had been waiting and they were so nice about it and told me not to worry at all and even praised me for how I handled the situation. I was ... because I had been expecting the customer to be unhappy and upset and was genuinely not expecting them to be so kind.	minutes	hours	5	5	4	4	1	2	4	5	4	3	4	1	1	4	3	5	4	2	1	1	5	5	5	No, I participated before and answered the next set of questions.	31	Female	High school	North American	1.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	3.0	5.0	The event really happened in my life.	COPIED FROM: text id 52778
78	round-3	anger	343	2021/09/03 4:28:22 pm EET	ce2dfc07e1671ff3fda0ec0144fb3f3d	2	2	1	2	2	4	3	2	3	2	1	2	I was being accused and demonized for things I did not do or characterizations that are not accurate.	I was being accused and demonized for things I did not do or characterizations that are not accurate.	weeks	weeks	5	5	3	4	4	1	5	4	2	3	4	3	1	3	4	4	3	2	5	2	5	5	5	Yes, first time, I will answer the following questions.	28	Male	High school	North American	5.0	1.0	6.0	2.0	6.0	6.0	6.0	3.0	5.0	2.0	--	ORIGINAL
1367	round-5	disgust	5594	2021/10/06 2:06:36 pm EET	abc9e99b710842e277976f0de3873eac	1	2	1	1	1	2	1	1	1	1	1	1	I saw racism with my own eyes when on a night out. I saw a women being racially abusive to a bouncer, which filled me with disgust because I had never witnessed an experience first-hand like this before.	I saw racism with my own eyes when on a night out. I saw a women being racially abusive to a bouncer, which filled me with ... because I had never witnessed an experience first-hand like this before.	minutes	weeks	4	4	3	1	3	2	5	3	1	1	5	2	2	2	1	5	5	2	5	5	2	4	2	Yes, first time, I will answer the following questions.	35	Female	Undergraduate degree (BA/BSc/other)	European	5.0	2.0	5.0	5.0	5.0	3.0	5.0	2.0	5.0	2.0	The event really happened in my life.	ORIGINAL
3931	round-5	pride	51655	2021/10/06 3:15:00 pm EET	274434a08e6f4761ac2828569de13e6a	3	2	3	2	3	4	4	2	3	1	4	4	I felt pride when a mate really achieved more in a certain competition	I felt ... when a mate really achieved more in a certain competition	seconds	minutes	3	5	3	4	2	2	4	2	5	2	3	4	4	3	5	3	3	5	5	5	5	4	3	No, I participated before and answered the next set of questions.	52	Male	Graduate degree (MA/MSc/MPhil/other)	Indigenous	5.0	3.0	4.0	2.0	7.0	6.0	6.0	1.0	6.0	1.0	The event really happened in my life.	COPIED FROM REJECTED: text id 523
1727	round-3	fear	3397	2021/09/03 5:44:07 pm EET	80d0da88b815fa371376a13c56be158b	1	2	1	1	1	4	4	5	1	1	1	4	I felt fear when I first gave birth to my son after 38 hours of labor and he wasn't breathing on his own at first. Multiple extra doctors, nurses, and pediatric respiratory staff rushed into the room and luckily cleared his lungs. Longest 2-4 minutes of my life.	I felt ... when I first gave birth to my son after 38 hours of labor and he wasn't breathing on his own at first. Multiple extra doctors, nurses, and pediatric respiratory staff rushed into the room and luckily cleared his lungs. Longest 2-4 minutes of my life.	minutes	days	5	4	5	1	1	1	5	5	5	1	1	2	3	5	1	5	2	1	1	1	4	5	5	No, I participated before and answered the next set of questions.	28	Female	Undergraduate degree (BA/BSc/other)	North American	5.0	4.0	6.0	5.0	5.0	4.0	7.0	6.0	4.0	3.0	--	COPIED FROM: text id 3270
5067	round-5	sadness	52285	2021/10/06 6:13:20 pm EET	49a4b9005b68ba73b9010b0e62a6a5ae	1	2	1	1	1	1	1	1	1	1	2	2	when I left home to go to college.	when I left home to go to college.	hours	days	4	4	1	1	5	3	4	4	1	5	3	4	4	4	4	2	1	3	1	1	4	3	5	No, I participated before and answered the next set of questions.	18	Female	High school	North American	2.0	5.0	6.0	6.0	5.0	5.0	5.0	2.0	4.0	3.0	The event really happened in my life.	COPIED FROM: text id 51968
5014	round-5	sadness	52119	2021/10/06 3:02:25 pm EET	33dc5e2395d3e1151e84aea285e62c0c	1	1	1	1	1	1	1	1	1	1	1	1	When our family dog passed away	When our family dog passed away	minutes	weeks	5	5	5	1	1	1	5	1	5	1	1	1	1	5	1	1	5	1	1	1	5	3	5	No, I participated before and answered the next set of questions.	34	Female	Undergraduate degree (BA/BSc/other)	European	3.0	5.0	6.0	5.0	7.0	6.0	7.0	4.0	4.0	2.0	The event really happened in my life.	COPIED FROM: text id 5988
2363	round-5	guilt	5972	2021/10/06 2:27:39 pm EET	0c6efa8e1b069f5e636e7b6131744827	1	2	1	1	1	1	1	3	1	1	1	1	i felt guilt when i told a someone a secret i was asked to keep.	i felt ... when i told a someone a secret i was asked to keep.	seconds	weeks	4	5	3	2	3	1	4	4	2	5	2	3	1	4	4	2	1	4	3	1	5	1	3	No, I participated before and answered the next set of questions.	29	Female	Undergraduate degree (BA/BSc/other)	European	5.0	2.0	5.0	3.0	4.0	3.0	6.0	5.0	4.0	1.0	The event really happened in my life.	COPIED FROM: text id 5794
2089	round-5	fear	5887	2021/10/06 3:51:46 pm EET	0001f9db4fb3039363cdef36e02508de	1	2	1	1	1	1	1	1	2	1	1	1	my partner went missing	my partner went missing	hours	hours	5	5	5	1	1	1	5	5	1	1	5	3	1	5	2	4	1	2	5	5	5	5	5	No, I participated before and answered the next set of questions.	31	Female	Graduate degree (MA/MSc/MPhil/other)	European	6.0	5.0	5.0	6.0	5.0	2.0	4.0	2.0	6.0	1.0	The event really happened in my life.	COPIED FROM: text id 51123
